Date,Blockchain,DEX,Values
2022-12-18,Ethereum,Sushi,4551
2022-12-18,Ethereum,Synthetix,4
2022-12-18,Ethereum,Uniswap,80989
2022-12-17,Ethereum,Balancer,948
2022-12-17,Ethereum,Curve,3437
2022-12-17,Ethereum,Sushi,6363
2022-12-17,Ethereum,Synthetix,36
2022-12-17,Ethereum,Uniswap,94919
2022-12-16,Ethereum,Balancer,1689
2022-12-16,Ethereum,Curve,1880
2022-12-16,Ethereum,Sushi,6798
2022-12-16,Ethereum,Synthetix,26
2022-12-16,Ethereum,Uniswap,106663
2022-12-15,Ethereum,Balancer,1298
2022-12-15,Ethereum,Curve,1691
2022-12-15,Ethereum,Sushi,4738
2022-12-15,Ethereum,Synthetix,29
2022-12-15,Ethereum,Uniswap,100911
2022-12-14,Ethereum,Balancer,1038
2022-12-14,Ethereum,Curve,1811
2022-12-14,Ethereum,Sushi,5427
2022-12-14,Ethereum,Synthetix,55
2022-12-14,Ethereum,Uniswap,96183
2022-12-13,Ethereum,Balancer,1601
2022-12-13,Ethereum,Curve,2720
2022-12-13,Ethereum,Sushi,6154
2022-12-13,Ethereum,Synthetix,52
2022-12-13,Ethereum,Uniswap,109629
2022-12-12,Ethereum,Balancer,1111
2022-12-12,Ethereum,Curve,1952
2022-12-12,Ethereum,Sushi,5512
2022-12-12,Ethereum,Synthetix,23
2022-12-12,Ethereum,Uniswap,103189
2022-12-11,Ethereum,Balancer,667
2022-12-11,Ethereum,Curve,1145
2022-12-11,Ethereum,Sushi,4365
2022-12-11,Ethereum,Synthetix,21
2022-12-11,Ethereum,Uniswap,84290
2022-12-10,Ethereum,Balancer,612
2022-12-10,Ethereum,Curve,937
2022-12-10,Ethereum,Sushi,4891
2022-12-10,Ethereum,Synthetix,3
2022-12-10,Ethereum,Uniswap,82624
2022-12-09,Ethereum,Balancer,926
2022-12-09,Ethereum,Curve,1158
2022-12-09,Ethereum,Sushi,5166
2022-12-09,Ethereum,Synthetix,27
2022-12-09,Ethereum,Uniswap,86032
2022-12-08,Ethereum,Balancer,1123
2022-12-08,Ethereum,Curve,1896
2022-12-08,Ethereum,Sushi,6331
2022-12-08,Ethereum,Synthetix,24
2022-12-08,Ethereum,Uniswap,101314
2022-12-07,Ethereum,Balancer,1061
2022-12-07,Ethereum,Curve,1571
2022-12-07,Ethereum,Sushi,5706
2022-12-07,Ethereum,Synthetix,30
2022-12-07,Ethereum,Uniswap,97365
2022-12-06,Ethereum,Balancer,1430
2022-12-06,Ethereum,Curve,1448
2022-12-06,Ethereum,Sushi,5792
2022-12-06,Ethereum,Synthetix,24
2022-12-06,Ethereum,Uniswap,102301
2022-12-05,Ethereum,Balancer,1464
2022-12-05,Ethereum,Curve,1765
2022-12-05,Ethereum,Sushi,6502
2022-12-05,Ethereum,Synthetix,24
2022-12-05,Ethereum,Uniswap,105971
2022-12-04,Ethereum,Balancer,867
2022-12-04,Ethereum,Curve,1475
2022-12-04,Ethereum,Sushi,5770
2022-12-04,Ethereum,Synthetix,22
2022-12-04,Ethereum,Uniswap,84168
2022-12-03,Ethereum,Balancer,851
2022-12-03,Ethereum,Curve,1388
2022-12-03,Ethereum,Sushi,4967
2022-12-03,Ethereum,Synthetix,21
2022-12-03,Ethereum,Uniswap,87984
2022-12-02,Ethereum,Balancer,1392
2022-12-02,Ethereum,Curve,2064
2022-12-02,Ethereum,Sushi,5511
2022-12-02,Ethereum,Synthetix,27
2022-12-02,Ethereum,Uniswap,92454
2022-12-01,Ethereum,Balancer,1375
2022-12-01,Ethereum,Curve,2166
2022-12-01,Ethereum,Sushi,7212
2022-12-01,Ethereum,Synthetix,59
2022-12-01,Ethereum,Uniswap,96020
2022-11-30,Ethereum,Balancer,1755
2022-11-30,Ethereum,Curve,2309
2022-11-30,Ethereum,Sushi,8350
2022-11-30,Ethereum,Synthetix,43
2022-11-30,Ethereum,Uniswap,109899
2022-11-29,Ethereum,Balancer,1450
2022-11-29,Ethereum,Curve,2180
2022-11-29,Ethereum,Sushi,8100
2022-11-29,Ethereum,Synthetix,30
2022-11-29,Ethereum,Uniswap,102692
2022-11-28,Ethereum,Balancer,1945
2022-11-28,Ethereum,Curve,2402
2022-11-28,Ethereum,Sushi,7490
2022-11-28,Ethereum,Synthetix,19
2022-11-28,Ethereum,Uniswap,98043
2022-11-27,Ethereum,Balancer,1036
2022-11-27,Ethereum,Curve,2118
2022-11-27,Ethereum,Sushi,6936
2022-11-27,Ethereum,Synthetix,6
2022-11-27,Ethereum,Uniswap,83007
2022-11-26,Ethereum,Balancer,1324
2022-11-26,Ethereum,Curve,2712
2022-11-26,Ethereum,Sushi,8069
2022-11-26,Ethereum,Synthetix,16
2022-11-26,Ethereum,Uniswap,85148
2022-11-25,Ethereum,Balancer,1535
2022-11-25,Ethereum,Curve,3007
2022-11-25,Ethereum,Sushi,7746
2022-11-25,Ethereum,Synthetix,17
2022-11-25,Ethereum,Uniswap,83223
2022-11-24,Ethereum,Balancer,1897
2022-11-24,Ethereum,Curve,3181
2022-11-24,Ethereum,Sushi,7330
2022-11-24,Ethereum,Synthetix,13
2022-11-24,Ethereum,Uniswap,83500
2022-11-23,Ethereum,Balancer,2258
2022-11-23,Ethereum,Curve,3468
2022-11-23,Ethereum,Sushi,7831
2022-11-23,Ethereum,Synthetix,23
2022-11-23,Ethereum,Uniswap,88902
2022-11-22,Ethereum,Balancer,2354
2022-11-22,Ethereum,Curve,6188
2022-11-22,Ethereum,Sushi,9793
2022-11-22,Ethereum,Synthetix,42
2022-11-22,Ethereum,Uniswap,99789
2022-11-21,Ethereum,Balancer,2738
2022-11-21,Ethereum,Curve,3791
2022-11-21,Ethereum,Sushi,12376
2022-11-21,Ethereum,Synthetix,35
2022-11-21,Ethereum,Uniswap,104992
2022-11-20,Ethereum,Balancer,2418
2022-11-20,Ethereum,Curve,3312
2022-11-20,Ethereum,Sushi,14962
2022-11-20,Ethereum,Synthetix,27
2022-11-20,Ethereum,Uniswap,102624
2022-11-19,Ethereum,Balancer,1544
2022-11-19,Ethereum,Curve,2566
2022-11-19,Ethereum,Sushi,7990
2022-11-19,Ethereum,Synthetix,42
2022-11-19,Ethereum,Uniswap,85801
2022-11-18,Ethereum,Balancer,1582
2022-11-18,Ethereum,Curve,2201
2022-11-18,Ethereum,Sushi,6898
2022-11-18,Ethereum,Synthetix,10
2022-11-18,Ethereum,Uniswap,98713
2022-11-17,Ethereum,Balancer,1966
2022-11-17,Ethereum,Curve,2732
2022-11-17,Ethereum,Sushi,7686
2022-11-17,Ethereum,Synthetix,56
2022-11-17,Ethereum,Uniswap,101113
2022-11-16,Ethereum,Balancer,2106
2022-11-16,Ethereum,Curve,2729
2022-11-16,Ethereum,Sushi,8617
2022-11-16,Ethereum,Synthetix,44
2022-11-16,Ethereum,Uniswap,106380
2022-11-15,Ethereum,Balancer,2135
2022-11-15,Ethereum,Curve,2934
2022-11-15,Ethereum,Sushi,9156
2022-11-15,Ethereum,Synthetix,32
2022-11-15,Ethereum,Uniswap,105777
2022-11-14,Ethereum,Balancer,2575
2022-11-14,Ethereum,Curve,3711
2022-11-14,Ethereum,Sushi,10558
2022-11-14,Ethereum,Synthetix,37
2022-11-14,Ethereum,Uniswap,109577
2022-11-13,Ethereum,Balancer,2340
2022-11-13,Ethereum,Curve,3662
2022-11-13,Ethereum,Sushi,12069
2022-11-13,Ethereum,Synthetix,7
2022-11-13,Ethereum,Uniswap,94476
2022-11-12,Ethereum,Balancer,2505
2022-11-12,Ethereum,Curve,3663
2022-11-12,Ethereum,Sushi,10791
2022-11-12,Ethereum,Synthetix,2
2022-11-12,Ethereum,Uniswap,88163
2022-11-11,Ethereum,Balancer,3253
2022-11-11,Ethereum,Curve,5146
2022-11-11,Ethereum,Sushi,12961
2022-11-11,Ethereum,Synthetix,5
2022-11-11,Ethereum,Uniswap,112968
2022-11-10,Ethereum,Balancer,4264
2022-11-10,Ethereum,Curve,8521
2022-11-10,Ethereum,Sushi,15802
2022-11-10,Ethereum,Synthetix,60
2022-11-10,Ethereum,Uniswap,140396
2022-11-09,Ethereum,Balancer,4406
2022-11-09,Ethereum,Curve,6974
2022-11-09,Ethereum,Sushi,17282
2022-11-09,Ethereum,Synthetix,92
2022-11-09,Ethereum,Uniswap,144424
2022-11-08,Ethereum,Balancer,3332
2022-11-08,Ethereum,Curve,4519
2022-11-08,Ethereum,Sushi,15289
2022-11-08,Ethereum,Synthetix,13
2022-11-08,Ethereum,Uniswap,143877
2022-11-07,Ethereum,Balancer,1550
2022-11-07,Ethereum,Curve,2212
2022-11-07,Ethereum,Sushi,8668
2022-11-07,Ethereum,Synthetix,33
2022-11-07,Ethereum,Uniswap,112445
2022-11-06,Ethereum,Balancer,1258
2022-11-06,Ethereum,Curve,1734
2022-11-06,Ethereum,Sushi,9402
2022-11-06,Ethereum,Synthetix,5
2022-11-06,Ethereum,Uniswap,109201
2022-11-05,Ethereum,Balancer,1462
2022-11-05,Ethereum,Curve,1804
2022-11-05,Ethereum,Sushi,8637
2022-11-05,Ethereum,Uniswap,107294
2022-11-04,Ethereum,Balancer,1843
2022-11-04,Ethereum,Curve,2202
2022-11-04,Ethereum,Sushi,11823
2022-11-04,Ethereum,Synthetix,30
2022-11-04,Ethereum,Uniswap,125799
2022-11-03,Ethereum,Balancer,1247
2022-11-03,Ethereum,Curve,2121
2022-11-03,Ethereum,Sushi,8888
2022-11-03,Ethereum,Synthetix,45
2022-11-03,Ethereum,Uniswap,120793
2022-11-02,Ethereum,Balancer,1659
2022-11-02,Ethereum,Curve,2172
2022-11-02,Ethereum,Sushi,8102
2022-11-02,Ethereum,Synthetix,66
2022-11-02,Ethereum,Uniswap,129584
2022-11-01,Ethereum,Balancer,1354
2022-11-01,Ethereum,Curve,2009
2022-11-01,Ethereum,Sushi,7276
2022-11-01,Ethereum,Synthetix,41
2022-11-01,Ethereum,Uniswap,128489
2022-10-31,Ethereum,Balancer,1303
2022-10-31,Ethereum,Curve,1787
2022-10-31,Ethereum,Sushi,7691
2022-10-31,Ethereum,Synthetix,55
2022-10-31,Ethereum,Uniswap,122160
2022-10-30,Ethereum,Balancer,1439
2022-10-30,Ethereum,Curve,1731
2022-10-30,Ethereum,Sushi,8168
2022-10-30,Ethereum,Synthetix,46
2022-10-30,Ethereum,Uniswap,122392
2022-10-29,Ethereum,Balancer,1923
2022-10-29,Ethereum,Curve,1917
2022-10-29,Ethereum,Sushi,9406
2022-10-29,Ethereum,Synthetix,75
2022-10-29,Ethereum,Uniswap,143256
2022-10-28,Ethereum,Balancer,1327
2022-10-28,Ethereum,Curve,1954
2022-10-28,Ethereum,Sushi,6222
2022-10-28,Ethereum,Synthetix,62
2022-10-28,Ethereum,Uniswap,136617
2022-10-27,Ethereum,Balancer,1593
2022-10-27,Ethereum,Curve,2472
2022-10-27,Ethereum,Sushi,7361
2022-10-27,Ethereum,Synthetix,75
2022-10-27,Ethereum,Uniswap,130155
2022-10-26,Ethereum,Balancer,1871
2022-10-26,Ethereum,Curve,2623
2022-10-26,Ethereum,Sushi,9164
2022-10-26,Ethereum,Synthetix,86
2022-10-26,Ethereum,Uniswap,140738
2022-10-25,Ethereum,Balancer,1572
2022-10-25,Ethereum,Curve,2037
2022-10-25,Ethereum,Sushi,7620
2022-10-25,Ethereum,Synthetix,67
2022-10-25,Ethereum,Uniswap,139196
2022-10-24,Ethereum,Balancer,1055
2022-10-24,Ethereum,Curve,1678
2022-10-24,Ethereum,Sushi,5196
2022-10-24,Ethereum,Synthetix,32
2022-10-24,Ethereum,Uniswap,132701
2022-10-23,Ethereum,Balancer,1059
2022-10-23,Ethereum,Curve,1660
2022-10-23,Ethereum,Sushi,6072
2022-10-23,Ethereum,Synthetix,36
2022-10-23,Ethereum,Uniswap,141494
2022-10-22,Ethereum,Balancer,822
2022-10-22,Ethereum,Curve,1292
2022-10-22,Ethereum,Sushi,6620
2022-10-22,Ethereum,Synthetix,4
2022-10-22,Ethereum,Uniswap,113695
2022-10-21,Ethereum,Balancer,1011
2022-10-21,Ethereum,Curve,1198
2022-10-21,Ethereum,Sushi,4875
2022-10-21,Ethereum,Synthetix,24
2022-10-21,Ethereum,Uniswap,158447
2022-10-20,Ethereum,Balancer,1365
2022-10-20,Ethereum,Curve,1280
2022-10-20,Ethereum,Sushi,5346
2022-10-20,Ethereum,Synthetix,29
2022-10-20,Ethereum,Uniswap,161648
2022-10-19,Ethereum,Balancer,1680
2022-10-19,Ethereum,Curve,1483
2022-10-19,Ethereum,Sushi,5250
2022-10-19,Ethereum,Synthetix,31
2022-10-19,Ethereum,Uniswap,144489
2022-10-18,Ethereum,Balancer,1074
2022-10-18,Ethereum,Curve,1893
2022-10-18,Ethereum,Sushi,5503
2022-10-18,Ethereum,Synthetix,32
2022-10-18,Ethereum,Uniswap,152924
2022-10-17,Ethereum,Balancer,1304
2022-10-17,Ethereum,Curve,1600
2022-10-17,Ethereum,Sushi,5963
2022-10-17,Ethereum,Synthetix,28
2022-10-17,Ethereum,Uniswap,149113
2022-10-16,Ethereum,Balancer,1105
2022-10-16,Ethereum,Curve,1331
2022-10-16,Ethereum,Sushi,6691
2022-10-16,Ethereum,Synthetix,23
2022-10-16,Ethereum,Uniswap,120034
2022-10-15,Ethereum,Balancer,948
2022-10-15,Ethereum,Curve,1083
2022-10-15,Ethereum,Sushi,5966
2022-10-15,Ethereum,Synthetix,9
2022-10-15,Ethereum,Uniswap,94581
2022-10-14,Ethereum,Balancer,1369
2022-10-14,Ethereum,Curve,1876
2022-10-14,Ethereum,Sushi,6314
2022-10-14,Ethereum,Synthetix,39
2022-10-14,Ethereum,Uniswap,101132
2022-10-13,Ethereum,Balancer,2208
2022-10-13,Ethereum,Curve,2563
2022-10-13,Ethereum,Sushi,8952
2022-10-13,Ethereum,Synthetix,60
2022-10-13,Ethereum,Uniswap,105319
2022-10-12,Ethereum,Balancer,1019
2022-10-12,Ethereum,Curve,1630
2022-10-12,Ethereum,Sushi,5101
2022-10-12,Ethereum,Synthetix,26
2022-10-12,Ethereum,Uniswap,99657
2022-10-11,Ethereum,Balancer,1032
2022-10-11,Ethereum,Curve,1304
2022-10-11,Ethereum,Sushi,5601
2022-10-11,Ethereum,Synthetix,21
2022-10-11,Ethereum,Uniswap,103397
2022-10-10,Ethereum,Balancer,828
2022-10-10,Ethereum,Curve,1166
2022-10-10,Ethereum,Sushi,4427
2022-10-10,Ethereum,Synthetix,23
2022-10-10,Ethereum,Uniswap,92393
2022-10-09,Ethereum,Balancer,515
2022-10-09,Ethereum,Curve,781
2022-10-09,Ethereum,Sushi,3395
2022-10-09,Ethereum,Synthetix,6
2022-10-09,Ethereum,Uniswap,78068
2022-10-08,Ethereum,Balancer,1334
2022-10-08,Ethereum,Curve,1321
2022-10-08,Ethereum,Sushi,5226
2022-10-08,Ethereum,Synthetix,7
2022-10-08,Ethereum,Uniswap,101277
2022-10-07,Ethereum,Balancer,1951
2022-10-07,Ethereum,Curve,2459
2022-10-07,Ethereum,Sushi,7307
2022-10-07,Ethereum,Synthetix,22
2022-10-07,Ethereum,Uniswap,115187
2022-10-06,Ethereum,Balancer,1756
2022-10-06,Ethereum,Curve,2448
2022-10-06,Ethereum,Sushi,7450
2022-10-06,Ethereum,Synthetix,92
2022-10-06,Ethereum,Uniswap,114367
2022-10-05,Ethereum,Balancer,1716
2022-10-05,Ethereum,Curve,2280
2022-10-05,Ethereum,Sushi,6983
2022-10-05,Ethereum,Synthetix,23
2022-10-05,Ethereum,Uniswap,119122
2022-10-04,Ethereum,Balancer,1327
2022-10-04,Ethereum,Curve,2297
2022-10-04,Ethereum,Sushi,6997
2022-10-04,Ethereum,Synthetix,32
2022-10-04,Ethereum,Uniswap,119383
2022-10-03,Ethereum,Balancer,1174
2022-10-03,Ethereum,Curve,1793
2022-10-03,Ethereum,Sushi,5651
2022-10-03,Ethereum,Synthetix,32
2022-10-03,Ethereum,Uniswap,108621
2022-10-02,Ethereum,Balancer,2889
2022-10-02,Ethereum,Curve,2559
2022-10-02,Ethereum,Sushi,7709
2022-10-02,Ethereum,Synthetix,27
2022-10-02,Ethereum,Uniswap,118415
2022-10-01,Ethereum,Balancer,1867
2022-10-01,Ethereum,Curve,1983
2022-10-01,Ethereum,Sushi,6593
2022-10-01,Ethereum,Synthetix,18
2022-10-01,Ethereum,Uniswap,104800
2022-09-30,Ethereum,Balancer,1417
2022-09-30,Ethereum,Curve,2320
2022-09-30,Ethereum,Sushi,6009
2022-09-30,Ethereum,Synthetix,42
2022-09-30,Ethereum,Uniswap,118030
2022-09-29,Ethereum,Balancer,1649
2022-09-29,Ethereum,Curve,2606
2022-09-29,Ethereum,Sushi,7300
2022-09-29,Ethereum,Synthetix,71
2022-09-29,Ethereum,Uniswap,125239
2022-09-28,Ethereum,Balancer,1896
2022-09-28,Ethereum,Curve,2447
2022-09-28,Ethereum,Sushi,7902
2022-09-28,Ethereum,Synthetix,58
2022-09-28,Ethereum,Uniswap,118290
2022-09-27,Ethereum,Balancer,1814
2022-09-27,Ethereum,Curve,2228
2022-09-27,Ethereum,Sushi,8076
2022-09-27,Ethereum,Synthetix,34
2022-09-27,Ethereum,Uniswap,112699
2022-09-26,Ethereum,Balancer,1911
2022-09-26,Ethereum,Curve,2774
2022-09-26,Ethereum,Sushi,8017
2022-09-26,Ethereum,Synthetix,44
2022-09-26,Ethereum,Uniswap,122801
2022-09-25,Ethereum,Balancer,2025
2022-09-25,Ethereum,Curve,2271
2022-09-25,Ethereum,Sushi,7464
2022-09-25,Ethereum,Synthetix,17
2022-09-25,Ethereum,Uniswap,110915
2022-09-24,Ethereum,Balancer,2236
2022-09-24,Ethereum,Curve,2415
2022-09-24,Ethereum,Sushi,8145
2022-09-24,Ethereum,Synthetix,17
2022-09-24,Ethereum,Uniswap,101999
2022-09-23,Ethereum,Balancer,2942
2022-09-23,Ethereum,Curve,4467
2022-09-23,Ethereum,Sushi,10550
2022-09-23,Ethereum,Synthetix,71
2022-09-23,Ethereum,Uniswap,109464
2022-09-22,Ethereum,Balancer,2680
2022-09-22,Ethereum,Curve,2993
2022-09-22,Ethereum,Sushi,9624
2022-09-22,Ethereum,Synthetix,69
2022-09-22,Ethereum,Uniswap,98836
2022-09-21,Ethereum,Balancer,2364
2022-09-21,Ethereum,Curve,3199
2022-09-21,Ethereum,Sushi,10616
2022-09-21,Ethereum,Synthetix,70
2022-09-21,Ethereum,Uniswap,105292
2022-09-20,Ethereum,Balancer,1710
2022-09-20,Ethereum,Curve,2629
2022-09-20,Ethereum,Sushi,8765
2022-09-20,Ethereum,Synthetix,61
2022-09-20,Ethereum,Uniswap,98206
2022-09-19,Ethereum,Balancer,2392
2022-09-19,Ethereum,Curve,2607
2022-09-19,Ethereum,Sushi,10861
2022-09-19,Ethereum,Synthetix,75
2022-09-19,Ethereum,Uniswap,101274
2022-09-18,Ethereum,Balancer,2295
2022-09-18,Ethereum,Curve,2338
2022-09-18,Ethereum,Sushi,12747
2022-09-18,Ethereum,Synthetix,12
2022-09-18,Ethereum,Uniswap,93093
2022-09-17,Ethereum,Balancer,1929
2022-09-17,Ethereum,Curve,1947
2022-09-17,Ethereum,Sushi,14636
2022-09-17,Ethereum,Synthetix,17
2022-09-17,Ethereum,Uniswap,80567
2022-09-16,Ethereum,Balancer,1754
2022-09-16,Ethereum,Curve,2375
2022-09-16,Ethereum,Sushi,9772
2022-09-16,Ethereum,Synthetix,46
2022-09-16,Ethereum,Uniswap,85827
2022-09-15,Ethereum,Balancer,2263
2022-09-15,Ethereum,Curve,2649
2022-09-15,Ethereum,Sushi,10331
2022-09-15,Ethereum,Synthetix,10
2022-09-15,Ethereum,Uniswap,94219
2022-09-14,Ethereum,Balancer,1887
2022-09-14,Ethereum,Curve,2689
2022-09-14,Ethereum,Sushi,7682
2022-09-14,Ethereum,Synthetix,37
2022-09-14,Ethereum,Uniswap,92220
2022-09-13,Ethereum,Balancer,1952
2022-09-13,Ethereum,Curve,2370
2022-09-13,Ethereum,Sushi,8973
2022-09-13,Ethereum,Synthetix,51
2022-09-13,Ethereum,Uniswap,105849
2022-09-12,Ethereum,Balancer,1490
2022-09-12,Ethereum,Curve,2178
2022-09-12,Ethereum,Sushi,8018
2022-09-12,Ethereum,Synthetix,42
2022-09-12,Ethereum,Uniswap,93746
2022-09-11,Ethereum,Balancer,1569
2022-09-11,Ethereum,Curve,2020
2022-09-11,Ethereum,Sushi,9099
2022-09-11,Ethereum,Synthetix,38
2022-09-11,Ethereum,Uniswap,91254
2022-09-10,Ethereum,Balancer,1459
2022-09-10,Ethereum,Curve,1988
2022-09-10,Ethereum,Sushi,8045
2022-09-10,Ethereum,Synthetix,12
2022-09-10,Ethereum,Uniswap,83263
2022-09-09,Ethereum,Balancer,1606
2022-09-09,Ethereum,Curve,2296
2022-09-09,Ethereum,Sushi,8688
2022-09-09,Ethereum,Synthetix,50
2022-09-09,Ethereum,Uniswap,85773
2022-09-08,Ethereum,Balancer,1692
2022-09-08,Ethereum,Curve,2144
2022-09-08,Ethereum,Sushi,8372
2022-09-08,Ethereum,Synthetix,52
2022-09-08,Ethereum,Uniswap,93995
2022-09-07,Ethereum,Balancer,1982
2022-09-07,Ethereum,Curve,2407
2022-09-07,Ethereum,Sushi,8313
2022-09-07,Ethereum,Synthetix,80
2022-09-07,Ethereum,Uniswap,94584
2022-09-06,Ethereum,Balancer,2334
2022-09-06,Ethereum,Curve,2627
2022-09-06,Ethereum,Sushi,9211
2022-09-06,Ethereum,Synthetix,81
2022-09-06,Ethereum,Uniswap,103834
2022-09-05,Ethereum,Balancer,1542
2022-09-05,Ethereum,Curve,1665
2022-09-05,Ethereum,Sushi,7541
2022-09-05,Ethereum,Synthetix,53
2022-09-05,Ethereum,Uniswap,83764
2022-09-04,Ethereum,Balancer,1091
2022-09-04,Ethereum,Curve,1651
2022-09-04,Ethereum,Sushi,6291
2022-09-04,Ethereum,Synthetix,52
2022-09-04,Ethereum,Uniswap,75725
2022-09-03,Ethereum,Balancer,1232
2022-09-03,Ethereum,Curve,1774
2022-09-03,Ethereum,Sushi,6356
2022-09-03,Ethereum,Synthetix,179
2022-09-03,Ethereum,Uniswap,73937
2022-09-02,Ethereum,Balancer,1931
2022-09-02,Ethereum,Curve,1959
2022-09-02,Ethereum,Sushi,8165
2022-09-02,Ethereum,Synthetix,83
2022-09-02,Ethereum,Uniswap,83154
2022-09-01,Ethereum,Balancer,1656
2022-09-01,Ethereum,Curve,2092
2022-09-01,Ethereum,Sushi,6816
2022-09-01,Ethereum,Synthetix,85
2022-09-01,Ethereum,Uniswap,85677
2022-08-31,Ethereum,Balancer,1718
2022-08-31,Ethereum,Curve,2093
2022-08-31,Ethereum,Sushi,6408
2022-08-31,Ethereum,Synthetix,77
2022-08-31,Ethereum,Uniswap,84806
2022-08-30,Ethereum,Balancer,3862
2022-08-30,Ethereum,Curve,2314
2022-08-30,Ethereum,Sushi,7241
2022-08-30,Ethereum,Synthetix,85
2022-08-30,Ethereum,Uniswap,95094
2022-08-29,Ethereum,Balancer,4055
2022-08-29,Ethereum,Curve,2576
2022-08-29,Ethereum,Sushi,7204
2022-08-29,Ethereum,Synthetix,53
2022-08-29,Ethereum,Uniswap,88856
2022-08-28,Ethereum,Balancer,1831
2022-08-28,Ethereum,Curve,2021
2022-08-28,Ethereum,Sushi,7331
2022-08-28,Ethereum,Synthetix,47
2022-08-28,Ethereum,Uniswap,80308
2022-08-27,Ethereum,Balancer,2165
2022-08-27,Ethereum,Curve,2113
2022-08-27,Ethereum,Sushi,8258
2022-08-27,Ethereum,Synthetix,59
2022-08-27,Ethereum,Uniswap,86453
2022-08-26,Ethereum,Balancer,2246
2022-08-26,Ethereum,Curve,3178
2022-08-26,Ethereum,Sushi,8177
2022-08-26,Ethereum,Synthetix,90
2022-08-26,Ethereum,Uniswap,103787
2022-08-25,Ethereum,Balancer,1735
2022-08-25,Ethereum,Curve,2975
2022-08-25,Ethereum,Sushi,6658
2022-08-25,Ethereum,Synthetix,30
2022-08-25,Ethereum,Uniswap,98024
2022-08-24,Ethereum,Balancer,1802
2022-08-24,Ethereum,Curve,2680
2022-08-24,Ethereum,Sushi,7323
2022-08-24,Ethereum,Synthetix,78
2022-08-24,Ethereum,Uniswap,94008
2022-08-23,Ethereum,Balancer,2151
2022-08-23,Ethereum,Curve,2845
2022-08-23,Ethereum,Sushi,8135
2022-08-23,Ethereum,Synthetix,94
2022-08-23,Ethereum,Uniswap,94453
2022-08-22,Ethereum,Balancer,2309
2022-08-22,Ethereum,Curve,3018
2022-08-22,Ethereum,Sushi,8283
2022-08-22,Ethereum,Synthetix,75
2022-08-22,Ethereum,Uniswap,92327
2022-08-21,Ethereum,Balancer,2397
2022-08-21,Ethereum,Curve,2712
2022-08-21,Ethereum,Sushi,9048
2022-08-21,Ethereum,Synthetix,58
2022-08-21,Ethereum,Uniswap,85933
2022-08-20,Ethereum,Balancer,2322
2022-08-20,Ethereum,Curve,3229
2022-08-20,Ethereum,Sushi,9107
2022-08-20,Ethereum,Synthetix,54
2022-08-20,Ethereum,Uniswap,84107
2022-08-19,Ethereum,Balancer,2801
2022-08-19,Ethereum,Curve,3909
2022-08-19,Ethereum,Sushi,10889
2022-08-19,Ethereum,Synthetix,113
2022-08-19,Ethereum,Uniswap,97727
2022-08-18,Ethereum,Balancer,1605
2022-08-18,Ethereum,Curve,1849
2022-08-18,Ethereum,Sushi,7922
2022-08-18,Ethereum,Synthetix,31
2022-08-18,Ethereum,Uniswap,83020
2022-08-17,Ethereum,Balancer,1997
2022-08-17,Ethereum,Curve,1915
2022-08-17,Ethereum,Sushi,9035
2022-08-17,Ethereum,Synthetix,85
2022-08-17,Ethereum,Uniswap,93060
2022-08-16,Ethereum,Balancer,1679
2022-08-16,Ethereum,Curve,1850
2022-08-16,Ethereum,Sushi,8104
2022-08-16,Ethereum,Synthetix,69
2022-08-16,Ethereum,Uniswap,88014
2022-08-15,Ethereum,Balancer,1916
2022-08-15,Ethereum,Curve,1919
2022-08-15,Ethereum,Sushi,8270
2022-08-15,Ethereum,Synthetix,88
2022-08-15,Ethereum,Uniswap,97701
2022-08-14,Ethereum,Balancer,2030
2022-08-14,Ethereum,Curve,1724
2022-08-14,Ethereum,Sushi,8205
2022-08-14,Ethereum,Synthetix,34
2022-08-14,Ethereum,Uniswap,106632
2022-08-13,Ethereum,Balancer,1918
2022-08-13,Ethereum,Curve,1915
2022-08-13,Ethereum,Sushi,8622
2022-08-13,Ethereum,Synthetix,17
2022-08-13,Ethereum,Uniswap,102317
2022-08-12,Ethereum,Balancer,1924
2022-08-12,Ethereum,Curve,1987
2022-08-12,Ethereum,Sushi,8121
2022-08-12,Ethereum,Synthetix,52
2022-08-12,Ethereum,Uniswap,89059
2022-08-11,Ethereum,Balancer,1996
2022-08-11,Ethereum,Curve,2575
2022-08-11,Ethereum,Sushi,8979
2022-08-11,Ethereum,Synthetix,78
2022-08-11,Ethereum,Uniswap,96399
2022-08-10,Ethereum,Balancer,1742
2022-08-10,Ethereum,Curve,2209
2022-08-10,Ethereum,Sushi,9544
2022-08-10,Ethereum,Synthetix,138
2022-08-10,Ethereum,Uniswap,90099
2022-08-09,Ethereum,Balancer,1819
2022-08-09,Ethereum,Curve,2543
2022-08-09,Ethereum,Sushi,9908
2022-08-09,Ethereum,Synthetix,49
2022-08-09,Ethereum,Uniswap,89769
2022-08-08,Ethereum,Balancer,2205
2022-08-08,Ethereum,Curve,2338
2022-08-08,Ethereum,Sushi,9326
2022-08-08,Ethereum,Synthetix,32
2022-08-08,Ethereum,Uniswap,96220
2022-08-07,Ethereum,Balancer,1317
2022-08-07,Ethereum,Curve,2052
2022-08-07,Ethereum,Sushi,8152
2022-08-07,Ethereum,Synthetix,29
